identifier;title;courseCredits;Center;AcademicDepartment;isCurrentlyOffered;TeachingUniversity;Term;YearOfStudy;ClassHours;MonitoringHours;NonAttendanceHours;courseHours;typology;BacherlorsDegree;homepage;EnglishFriendly;TeachingStaff
"G816";"Redes de Comunicaciones";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G816&p=99";"Si";"1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad;"
"G816";"Redes de Comunicaciones";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G816&p=99";"Si";"1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad;"
"G848";"Redes Inalámbricas";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G848&p=99";"No";"1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad;"
"G849";"Redes Troncales";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;15;75;150;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G849&p=99";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular  Escuela Universitaria;"
"G602";"Refino Petroquímico";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIAS QUIMICA Y BIOMOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";50;5;85;140;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G602&p=101";"Si";"1 - Profesor Asociado; 1 - Profesor Permanente Laboral I3;"
"G1098";"Refrigeración. Transportes Especiales";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. CIENCIAS Y TECNICAS DE LA NAVEGACION Y DE LA CONSTRUCCION NAVAL";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;16;74;150;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1098&p=124";"No";"1 - Profesor Titular de Universidad;"
"G1215";"Régimen Jurídico del Trabajador Extranjero en España";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PRIVADO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;15;75;150;"OPTATIVA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1215&p=118";"No";"1 - Profesor de Sustitución; 1 - Profesor Titular de Universidad;"
"G1663";"Régimen Jurídico Inmobiliario";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PRIVADO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;10;80;150;"OPTATIVA";"Grado en Derecho";"https://web.unican.es/estudios/detalle-asignatura?c=G1663&p=119";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado;"
"G1214";"Regímenes Especiales";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PRIVADO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;10;80;150;"OPTATIVA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1214&p=118";"No";"1 - Profesor Asociado;"
"G1088";"Regulación y Propulsión Eléctrica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;16;74;150;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1088&p=124";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 3 - Profesor Titular de Universidad;"
"G1116";"Regulación y Propulsión Eléctrica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;16;74;150;"OBLIGATORIA";"Grado en Ingeniería Marítima y Arquitectura Naval";"https://web.unican.es/estudios/detalle-asignatura?c=G1116&p=112";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 3 - Profesor Titular de Universidad;"
"G2002";"Relatividad General";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA MODERNA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;15;75;150;"OPTATIVA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G2002&p=67";"No";"2 - Catedrático de Universidad;"
"G542";"Religión, Cultura y Valores";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G542&p=110";"No";"1 - Profesor Asociado;"
"G684";"Representación del Conocimiento";6,00;"FACULTAD DE CIENCIAS";"DPTO. MATEMATICAS, ESTADISTICA Y COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";40;17;73;130;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G684&p=98";"No";"1 - Profesor Ayudante Doctor;"
"G1969";"Resistencia de Materiales";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. INGENIERIA ESTRUCTURAL Y MECANICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";56;12;78;146;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1969&p=212";"No";"1 - Centros, Dptos, Labor, Tall. anim/estab.; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular  Escuela Universitaria;"
"G1969";"Resistencia de Materiales";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. INGENIERIA ESTRUCTURAL Y MECANICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";56;12;78;146;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1969&p=212";"No";"1 - Centros, Dptos, Labor, Tall. anim/estab.; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular  Escuela Universitaria;"
"G593";"Resistencia de Materiales";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. TRANSPORTES Y TECNOLOGIA DE PROYECTOS Y PROCESOS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;4;86;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G593&p=101";"Si";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G624";"Resistencia de Materiales";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. TRANSPORTES Y TECNOLOGIA DE PROYECTOS Y PROCESOS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;4;86;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G624&p=102";"Si";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G1697";"Robótica Industrial y Visión Artificial";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G1697&p=107";;
"G731";"Robótica Industrial y Visión Artificial";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;15;75;150;"OPTATIVA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G731&p=108";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G641";"Rocas Industriales y Ornamentales";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;5;85;150;"OPTATIVA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G641&p=102";"Si";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G373";"Salud Pública y Atención Primaria de Salud";6,00;"FACULTAD DE ENFERMERÍA";"DPTO. ENFERMERIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";54;9;81;144;"OBLIGATORIA";"Grado en Enfermería";"https://web.unican.es/estudios/detalle-asignatura?c=G373&p=120";"No";"2 - Profesor de Sustitución; 1 - Profesor Titular de Universidad;"
"G865";"Seguridad Eléctrica, Proyectos y Medioambiente";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TRANSPORTES Y TECNOLOGIA DE PROYECTOS Y PROCESOS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";44;25;65;134;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G865&p=103";"No";"1 - Catedrático de Universidad;"
"G995";"Seguridad Eléctrica, Proyectos y Medioambiente";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TRANSPORTES Y TECNOLOGIA DE PROYECTOS Y PROCESOS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";44;25;65;134;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G995&p=107";"No";"1 - Catedrático de Universidad;"
"G1209";"Seguridad en el Trabajo y Acción Social en la Empresa I";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PRIVADO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;10;80;150;"OBLIGATORIA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1209&p=118";"No";"1 - Profesor Asociado;"
"G1210";"Seguridad en el Trabajo y Acción Social en la Empresa II";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PRIVADO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;10;80;150;"OBLIGATORIA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1210&p=118";"No";"1 - No definido;"
"G1044";"Seguridad Marítima I";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. CIENCIAS Y TECNICAS DE LA NAVEGACION Y DE LA CONSTRUCCION NAVAL";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";50;20;70;140;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1044&p=125";"No";"2 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G1044";"Seguridad Marítima I";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. CIENCIAS Y TECNICAS DE LA NAVEGACION Y DE LA CONSTRUCCION NAVAL";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";50;20;70;140;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1044&p=125";"No";"2 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G1075";"Seguridad Marítima I";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. CIENCIAS Y TECNICAS DE LA NAVEGACION Y DE LA CONSTRUCCION NAVAL";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";50;20;70;140;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1075&p=124";"No";"2 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G1075";"Seguridad Marítima I";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. CIENCIAS Y TECNICAS DE LA NAVEGACION Y DE LA CONSTRUCCION NAVAL";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";50;20;70;140;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1075&p=124";"No";"2 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G1057";"Seguridad Marítima II";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. CIENCIAS Y TECNICAS DE LA NAVEGACION Y DE LA CONSTRUCCION NAVAL";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1057&p=125";"No";"2 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G597";"Seguridad y Legislación Energética";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. TRANSPORTES Y TECNOLOGIA DE PROYECTOS Y PROCESOS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;4;86;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G597&p=101";"Si";"2 - Profesor Asociado; 1 - Profesor Permanente Laboral;"
"G628";"Seguridad y Legislación Minera";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. TRANSPORTES Y TECNOLOGIA DE PROYECTOS Y PROCESOS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;4;86;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G628&p=102";"Si";"1 - Profesor Asociado;"
"G1400";"Semántica y Pragmática";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1400&p=136";"No";"1 - Profesor Ayudante Doctor;"
"G1400";"Semántica y Pragmática";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1400&p=136";"No";"1 - Profesor Ayudante Doctor;"
"G135";"Semiología y Fisiopatología 1";6,00;"FACULTAD DE MEDICINA";"DPTO. MEDICINA Y PSIQUIATRIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";38;2;90;130;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G135&p=66";"No";"5 - No definido; 13 - Profesor Asociado; 5 - Profesor Titular de Universidad;"
"G287";"Señales y Sistemas";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";59;13;70;142;"BÁSICA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G287&p=99";"No";"2 - Profesor Titular de Universidad;"
"G1014";"Sensores y Actuadores Industriales";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;15;75;150;"OPTATIVA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G1014&p=107";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G667";"Servicios Software";6,00;"FACULTAD DE CIENCIAS";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";20;12;78;110;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G667&p=98";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G1219";"Setting up Businesses";6,00;"FACULTAD DE DERECHO";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1219&p=118";;
"G1900";"Sexualidad y Afectos en la Escuela";6,00;"FACULTAD DE EDUCACION";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G1900&p=110";;
"G881";"Simulación de Sistemas Eléctricos";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";20;22;67;110;"OPTATIVA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G881&p=103";"No";"1 - Catedrático de Universidad; 1 - Profesor de Sustitución; 1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad;"
"G785";"Simulación y Optimización de Procesos Químicos";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. DE QUIMICA E INGENIERIA DE PROCESOS Y RECURSOS.";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";15;25;65;105;"OBLIGATORIA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G785&p=113";"Si";"1 - Catedrático de Universidad; 1 - Profesor Ayudante Doctor; 1 - Profesor Contratado Doctor;"
"G950";"Sistema Económico y Financiero";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ECONOMIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;7;82;150;"OBLIGATORIA";"Grado en Economía";"https://web.unican.es/estudios/detalle-asignatura?c=G950&p=117";"No";"1 - Profesor Titular de Universidad;"
"G904";"Sistema Financiero";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;9;81;150;"OBLIGATORIA";"Grado en Administración y Dirección de Empresas";"https://web.unican.es/estudios/detalle-asignatura?c=G904&p=116";"No";"1 - Profesor Asociado; 2 - Profesor Titular de Universidad;"
"G904";"Sistema Financiero";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;9;81;150;"OBLIGATORIA";"Grado en Administración y Dirección de Empresas";"https://web.unican.es/estudios/detalle-asignatura?c=G904&p=116";"No";"1 - Profesor Asociado; 2 - Profesor Titular de Universidad;"
"G947";"Sistema Fiscal";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ECONOMIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";54;15;75;144;"OBLIGATORIA";"Grado en Economía";"https://web.unican.es/estudios/detalle-asignatura?c=G947&p=117";"No";"1 - Profesor Contratado Doctor;"
"G947";"Sistema Fiscal";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ECONOMIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";54;15;75;144;"OBLIGATORIA";"Grado en Economía";"https://web.unican.es/estudios/detalle-asignatura?c=G947&p=117";"No";"1 - Profesor Contratado Doctor;"
"G1977";"Sistemas de Abastecimiento y Saneamiento";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. CIENCIAS Y TECNICAS DEL AGUA Y DEL MEDIO AMBIENTE";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;5;85;150;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1977&p=212";"No";"1 - Profesor Titular de Universidad;"
"G838";"Sistemas de Comunicaciones";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";50;15;73;138;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G838&p=99";"Si";"1 - Catedrático de Universidad; 1 - Profesor Contratado Doctor; 2 - Profesor Titular de Universidad;"
"G841";"Sistemas de Difusión y Radioenlaces";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";50;15;75;140;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G841&p=99";"Si";"1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G656";"Sistemas de Información";6,00;"FACULTAD DE CIENCIAS";"DPTO. MATEMATICAS, ESTADISTICA Y COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";30;15;75;120;"OBLIGATORIA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G656&p=98";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G656";"Sistemas de Información";6,00;"FACULTAD DE CIENCIAS";"DPTO. MATEMATICAS, ESTADISTICA Y COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";30;15;75;120;"OBLIGATORIA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G656&p=98";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G924";"Sistemas de Información";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";30;14;76;120;"OPTATIVA";"Grado en Administración y Dirección de Empresas";"https://web.unican.es/estudios/detalle-asignatura?c=G924&p=116";"No";"1 - Profesor Asociado; 2 - Profesor Contratado Doctor;"
"G979";"Sistemas de Información";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";30;14;76;120;"OPTATIVA";"Grado en Economía";"https://web.unican.es/estudios/detalle-asignatura?c=G979&p=117";"No";"1 - Profesor Asociado; 2 - Profesor Contratado Doctor;"
"G1208";"Sistemas de Información Contable";6,00;"FACULTAD DE DERECHO";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";28;7;82;118;"OBLIGATORIA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1208&p=118";"No";"1 - Profesor Titular de Universidad;"
"G689";"Sistemas de Información de la Empresa";6,00;"FACULTAD DE CIENCIAS";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";52;14;76;142;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G689&p=98";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor de Sustitución;"
"G714";"Sistemas de Potencia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";52;15;75;142;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G714&p=108";"No";"2 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G839";"Sistemas de Radiodeterminación";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";62;12;70;145;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G839&p=99";"No";"1 - Profesor Titular de Universidad;"
"G673";"Sistemas de Tiempo Real";6,00;"FACULTAD DE CIENCIAS";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G673&p=98";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G1975";"Sistemas de Transporte";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. TRANSPORTES Y TECNOLOGIA DE PROYECTOS Y PROCESOS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";54;12;78;144;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1975&p=212";"No";"2 - Profesor Titular de Universidad;"
